Result of replaying M1.tpn on Process 12 (filtered on event attributes)

Index,Case IDs,NumOfCases,IsReliable,"Raw Fitness Cost","Queued States","Num. States","Calculation Time (ms)","Move-Log Fitness","Trace Fitness","Trace Length","Move-Model Fitness",Match
184,"instance_430",1,Yes,"6,00","1.189,00","865,00","15,00","0,80","0,74","15,00","0,80",[L/M]A|[L/M]C|[M-REAL]P|[L/M]R|[L/M]W|[L]P+complete|[L/M]Y|[L/M]X|[L/M]V|[L/M]U|[L]S+complete|[L/M]T|[L]Q+complete|[L/M]Z|[M-REAL]S|[M-REAL]Q|[L/M]D|[L/M]B
185,"instance_493",1,Yes,"6,00","462,00","225,00","0,00","0,80","0,74","15,00","0,80",[M-REAL]A|[L]P+complete|[L/M]C|[M-REAL]P|[L/M]W|[L]A+complete|[L/M]Y|[L/M]X|[L/M]R|[L]S+complete|[L/M]Z|[L/M]U|[L/M]V|[L/M]T|[M-REAL]S|[L/M]Q|[L/M]D|[L/M]B
186,"instance_443",1,Yes,"6,00","901,00","593,00","5,00","0,80","0,74","15,00","0,80",[M-REAL]A|[L]Q+complete|[L/M]C|[L/M]P|[L/M]R|[L/M]W|[L/M]T|[L]Z+complete|[L/M]X|[L/M]V|[L/M]U|[L/M]S|[L/M]Y|[M-REAL]Z|[M-REAL]Q|[L]A+complete|[L/M]D|[L/M]B
187,"instance_215",1,Yes,"6,00","710,00","401,00","16,00","0,80","0,74","15,00","0,80",[L/M]A|[M-REAL]C|[L]U+complete|[L/M]P|[L/M]W|[L]B+complete|[L/M]Y|[L/M]Z|[L]C+complete|[L/M]R|[L/M]V|[L/M]X|[L/M]T|[M-REAL]U|[L/M]S|[L/M]Q|[L/M]D|[M-REAL]B
188,"instance_203",1,Yes,"15,00","1.882,00","1.808,00","15,00","0,23","0,29","13,00","0,38",[L]AJ+complete|[L]AF+complete|[L]AA+complete|[L]AC+complete|[L/M]A|[L/M]C|[M-REAL]E|[M-REAL]G|[M-REAL]H|[M-REAL]F|[L]AD+complete|[L]B+complete|[L]AB+complete|[L]AG+complete|[L/M]D|[M-REAL]B|[L]AI+complete|[L]AH+complete
189,"instance_229",1,Yes,"6,00","1.151,00","789,00","0,00","0,80","0,74","15,00","0,80",[L/M]A|[L/M]C|[L]V+complete|[L/M]P|[L]Z+complete|[L/M]Y|[L/M]R|[L/M]U|[L]S+complete|[L/M]W|[L/M]X|[L/M]T|[M-REAL]V|[M-REAL]Z|[M-REAL]S|[L/M]Q|[L/M]D|[L/M]B
190,"instance_324",1,Yes,"6,00","1.398,00","1.146,00","0,00","0,80","0,74","15,00","0,80",[L/M]A|[L/M]C|[L/M]P|[L/M]R|[L]X+complete|[L/M]Y|[L/M]W|[L/M]U|[L/M]T|[L/M]Z|[L/M]V|[L]D+complete|[L]Q+complete|[L/M]S|[M-REAL]X|[M-REAL]Q|[M-REAL]D|[L/M]B
191,"instance_346",1,Yes,"6,00","895,00","531,00","0,00","0,80","0,74","15,00","0,80",[L/M]A|[L]Y+complete|[L]W+complete|[L/M]C|[L/M]P|[L/M]R|[L]B+complete|[L/M]U|[M-REAL]W|[L/M]X|[L/M]V|[M-REAL]Y|[L/M]Z|[L/M]T|[L/M]S|[L/M]Q|[L/M]D|[M-REAL]B
192,"instance_462",1,Yes,"6,00","661,00","376,00","16,00","0,80","0,74","15,00","0,80",[L]C+complete|[L/M]A|[M-REAL]C|[L/M]P|[L]B+complete|[L/M]W|[L/M]Y|[L/M]X|[M-REAL]R|[L/M]V|[L/M]U|[L/M]T|[L/M]Z|[L/M]S|[L/M]Q|[L/M]D|[M-REAL]B|[L]R+complete
193,"instance_424",1,Yes,"6,00","978,00","632,00","0,00","0,80","0,74","15,00","0,80",[L]R+complete|[L/M]A|[L/M]C|[L/M]P|[L/M]W|[L]Q+complete|[L/M]X|[L/M]Y|[M-REAL]R|[L/M]V|[L/M]U|[L/M]Z|[L]B+complete|[L/M]T|[L/M]S|[M-REAL]Q|[L/M]D|[M-REAL]B
194,"instance_464",1,Yes,"6,00","858,00","630,00","0,00","0,75","0,75","16,00","0,86",[L/M]A|[L/M]C|[L]AB+complete|[L/M]AA|[L/M]AF|[L/M]AC|[L]AC+complete|[L/M]AI|[L/M]AD|[L/M]AJ|[L/M]AH|[L]AD+complete|[L/M]AG|[M-REAL]t29t27|[M-REAL]AB|[L]AE+complete|[L/M]D|[L/M]B
195,"instance_466",1,Yes,"6,00","969,00","640,00","0,00","0,80","0,74","15,00","0,80",[L/M]A|[M-REAL]C|[L/M]P|[L]D+complete|[L/M]Y|[L/M]W|[L/M]R|[L/M]X|[L]Q+complete|[L/M]U|[L/M]T|[L/M]Z|[L]C+complete|[L/M]V|[L/M]S|[M-REAL]Q|[M-REAL]D|[L/M]B
196,"instance_12",1,Yes,"6,00","807,00","483,00","0,00","0,80","0,74","15,00","0,80",[L/M]A|[L]Y+complete|[L]P+complete|[L/M]C|[M-REAL]P|[L/M]W|[L/M]R|[L/M]X|[L/M]U|[L/M]V|[L/M]T|[M-REAL]Y|[L]Q+complete|[L/M]Z|[L/M]S|[M-REAL]Q|[L/M]D|[L/M]B
197,"instance_454",1,Yes,"6,00","1.418,00","1.187,00","16,00","0,80","0,74","15,00","0,80",[L/M]A|[L/M]C|[L/M]P|[L/M]R|[L/M]Y|[L/M]W|[L/M]Z|[L/M]V|[L/M]U|[L]B+complete|[L/M]T|[L/M]S|[L]D+complete|[L]Q+complete|[L/M]X|[M-REAL]Q|[M-REAL]D|[M-REAL]B
198,"instance_410",1,Yes,"6,00","604,00","315,00","0,00","0,80","0,74","15,00","0,80",[M-REAL]A|[L]P+complete|[L/M]C|[M-REAL]P|[L/M]R|[L]A+complete|[L/M]W|[L/M]Y|[L/M]X|[L/M]U|[L/M]Z|[L/M]V|[L/M]T|[L/M]S|[L/M]Q|[L]B+complete|[L/M]D|[M-REAL]B
199,"instance_310",1,Yes,"6,00","1.278,00","954,00","0,00","0,80","0,74","15,00","0,80",[L/M]A|[L/M]C|[L/M]P|[L]Z+complete|[L/M]R|[L]Q+complete|[L]X+complete|[L/M]V|[L/M]U|[L/M]W|[L/M]T|[L/M]S|[L/M]Y|[M-REAL]Z|[M-REAL]X|[M-REAL]Q|[L/M]D|[L/M]B
200,"instance_358",1,Yes,"6,00","787,00","471,00","0,00","0,80","0,74","15,00","0,80",[M-REAL]A|[L]U+complete|[L/M]C|[L/M]P|[L/M]W|[L]Q+complete|[L/M]R|[L/M]Y|[L/M]V|[L/M]X|[L/M]T|[L]A+complete|[L/M]Z|[M-REAL]U|[L/M]S|[M-REAL]Q|[L/M]D|[L/M]B
201,"instance_7",1,Yes,"6,00","930,00","629,00","0,00","0,80","0,74","15,00","0,80",[M-REAL]A|[L]B+complete|[L/M]C|[L/M]P|[L/M]R|[L/M]Y|[L/M]V|[L]X+complete|[L/M]U|[L/M]T|[L/M]Z|[L/M]W|[L/M]S|[M-REAL]X|[L/M]Q|[L/M]D|[M-REAL]B|[L]A+complete
202,"instance_4",1,Yes,"9,00","1.038,00","812,00","0,00","0,69","0,57","13,00","0,64",[M-REAL]A|[L]AF+complete|[L/M]C|[L]AJ+complete|[L/M]AA|[L]A+complete|[L/M]AC|[M-REAL]AF|[L/M]AI|[L/M]AH|[L/M]AD|[M-REAL]AJ|[L/M]AG|[M-REAL]t29t27|[L/M]AB|[L]B+complete|[L/M]D|[M-REAL]B
203,"instance_32",1,Yes,"9,00","1.320,00","1.162,00","16,00","0,69","0,57","13,00","0,64",[L/M]A|[L/M]C|[L]AD+complete|[L]AG+complete|[L/M]AA|[L]B+complete|[L]AH+complete|[L/M]AC|[L/M]AF|[L/M]AJ|[L/M]AI|[M-REAL]AH|[M-REAL]AD|[M-REAL]t29t27|[M-REAL]AG|[L/M]AB|[L/M]D|[M-REAL]B
204,"instance_31",1,Yes,"6,00","1.304,00","995,00","0,00","0,80","0,74","15,00","0,80",[L/M]A|[L/M]C|[L]Q+complete|[L/M]P|[L/M]W|[L/M]R|[L/M]X|[L/M]Y|[L/M]T|[L]D+complete|[L/M]U|[L/M]Z|[L]S+complete|[L/M]V|[M-REAL]S|[M-REAL]Q|[M-REAL]D|[L/M]B
205,"instance_133",1,Yes,"9,00","1.324,00","1.172,00","16,00","0,69","0,57","13,00","0,64",[L/M]A|[L/M]C|[M-REAL]AA|[L]AG+complete|[L/M]AC|[L/M]AF|[L]AA+complete|[L]B+complete|[L/M]AH|[L/M]AI|[L/M]AD|[M-REAL]AJ|[M-REAL]AG|[M-REAL]t29t27|[L/M]AB|[L/M]D|[M-REAL]B|[L]AJ+complete
206,"instance_29",1,Yes,"6,00","541,00","371,00","0,00","0,86","0,73","14,00","0,75",[L/M]A|[L/M]C|[L/M]E|[M-REAL]t4t8|[M-REAL]I|[L/M]J|[L]J+complete|[L/M]K|[L/M]I|[L/M]J|[L/M]K|[L/M]I|[M-REAL]J|[M-REAL]t9t5|[L]I+complete|[L/M]F|[L/M]D|[L/M]B
207,"instance_421",1,Yes,"6,00","1.322,00","996,00","16,00","0,80","0,74","15,00","0,80",[L/M]A|[L/M]C|[L/M]P|[L/M]R|[L]X+complete|[L/M]W|[L]S+complete|[L/M]U|[L/M]Y|[L]B+complete|[L/M]T|[L/M]Z|[L/M]V|[M-REAL]X|[M-REAL]S|[L/M]Q|[L/M]D|[M-REAL]B
208,"instance_119",1,Yes,"9,00","1.111,00","973,00","0,00","0,69","0,57","13,00","0,64",[L/M]A|[M-REAL]C|[L]B+complete|[L/M]AA|[L/M]AF|[L/M]AC|[L/M]AJ|[L/M]AD|[L]D+complete|[L/M]AH|[L/M]AI|[L]AB+complete|[L]C+complete|[L/M]AG|[M-REAL]t29t27|[M-REAL]AB|[M-REAL]D|[M-REAL]B
209,"instance_308",1,Yes,"6,00","1.286,00","965,00","37,00","0,80","0,74","15,00","0,80",[L/M]A|[L/M]C|[L]S+complete|[L/M]P|[L/M]Y|[L/M]W|[L/M]R|[L/M]X|[L/M]Z|[L]D+complete|[L/M]T|[L/M]V|[L]Q+complete|[L/M]U|[M-REAL]S|[M-REAL]Q|[M-REAL]D|[L/M]B
210,"instance_153",1,Yes,"3,00","443,00","301,00","0,00","0,94","0,88","16,00","0,88",[L/M]A|[L/M]C|[L/M]AA|[L/M]AF|[L/M]AC|[L/M]AD|[L/M]AH|[L/M]AJ|[L/M]AI|[L/M]AE|[L/M]AG|[L]B+complete|[L/M]AC|[L/M]AD|[M-REAL]t29t27|[L/M]AB|[L/M]D|[M-REAL]B
211,"instance_115",1,Yes,"6,00","908,00","585,00","16,00","0,80","0,74","15,00","0,80",[L/M]A|[M-REAL]C|[L]U+complete|[L/M]P|[L/M]Y|[L/M]W|[L/M]R|[L/M]X|[L]C+complete|[L/M]V|[L/M]Z|[L/M]T|[M-REAL]U|[L]Q+complete|[L/M]S|[M-REAL]Q|[L/M]D|[L/M]B
212,"instance_46",1,Yes,"6,00","1.093,00","768,00","16,00","0,80","0,74","15,00","0,80",[L]X+complete|[L/M]A|[L/M]C|[L/M]P|[L/M]R|[L]D+complete|[L/M]Y|[L/M]U|[L/M]Z|[L/M]T|[L/M]V|[L/M]S|[L]Q+complete|[L/M]W|[M-REAL]X|[M-REAL]Q|[M-REAL]D|[L/M]B
213,"instance_432",1,Yes,"6,00","649,00","361,00","0,00","0,80","0,74","15,00","0,80",[M-REAL]A|[L]U+complete|[L/M]C|[L]T+complete|[L/M]P|[L/M]R|[L/M]W|[L/M]V|[L/M]Y|[L]A+complete|[L/M]X|[L/M]Z|[M-REAL]T|[M-REAL]U|[L/M]S|[L/M]Q|[L/M]D|[L/M]B
214,"instance_499",1,Yes,"6,00","1.318,00","1.019,00","0,00","0,80","0,74","15,00","0,80",[L/M]A|[L/M]C|[L/M]P|[L/M]Y|[L/M]R|[L]B+complete|[L/M]U|[M-REAL]W|[L/M]X|[L]Q+complete|[L/M]V|[L/M]Z|[L/M]T|[L/M]S|[M-REAL]Q|[L/M]D|[M-REAL]B|[L]W+complete
215,"instance_319",1,Yes,"6,00","1.278,00","945,00","16,00","0,80","0,74","15,00","0,80",[L/M]A|[L/M]C|[L/M]P|[L/M]R|[L]B+complete|[L]S+complete|[L/M]U|[L/M]Y|[L/M]Z|[L/M]T|[L]X+complete|[L/M]V|[L/M]W|[M-REAL]S|[M-REAL]X|[L/M]Q|[L/M]D|[M-REAL]B
216,"instance_290",1,Yes,"4,00","275,00","103,00","0,00","0,87","0,83","15,00","0,87",[L]C+complete|[L/M]A|[M-REAL]C|[L]Z+complete|[L/M]P|[L/M]R|[L/M]W|[L/M]Y|[L/M]U|[L/M]X|[L/M]T|[L/M]V|[L/M]S|[M-REAL]Z|[L/M]Q|[L/M]D|[L/M]B
217,"instance_296",1,Yes,"4,00","557,00","303,00","16,00","0,87","0,83","15,00","0,87",[L/M]A|[L]B+complete|[L/M]C|[L/M]P|[L/M]W|[L/M]X|[L/M]R|[L/M]U|[L]Q+complete|[L/M]Y|[L/M]V|[L/M]Z|[L/M]T|[L/M]S|[M-REAL]Q|[L/M]D|[M-REAL]B
218,"instance_70",1,Yes,"1,00","202,00","79,00","1,00","1,00","0,96","16,00","0,94",[L/M]A|[L/M]C|[L/M]AA|[L/M]AF|[L/M]AC|[L/M]AD|[L/M]AJ|[L/M]AH|[L/M]AE|[L/M]AI|[L/M]AG|[L/M]AC|[L/M]AD|[M-REAL]t29t27|[L/M]AB|[L/M]D|[L/M]B
219,"instance_63",1,Yes,"7,00","553,00","350,00","2,00","0,77","0,67","13,00","0,71",[M-REAL]A|[L]AF+complete|[L]AD+complete|[L/M]C|[L/M]AA|[L/M]AC|[M-REAL]AF|[L]A+complete|[L/M]AH|[L/M]AJ|[L/M]AI|[L/M]AG|[M-REAL]AD|[M-REAL]t29t27|[L/M]AB|[L/M]D|[L/M]B
220,"instance_66",1,Yes,"4,00","196,00","81,00","1,00","0,87","0,83","15,00","0,87",[L/M]A|[M-REAL]C|[L]R+complete|[L/M]P|[L/M]W|[L]C+complete|[L/M]Y|[L/M]X|[M-REAL]R|[L/M]T|[L/M]U|[L/M]V|[L/M]Z|[L/M]S|[L/M]Q|[L/M]D|[L/M]B
221,"instance_76",1,Yes,"7,00","696,00","503,00","4,00","0,71","0,68","14,00","0,77",[L/M]A|[L/M]C|[M-REAL]E|[M-REAL]t4t8|[L]J+complete|[L/M]I|[L/M]J|[L/M]K|[L/M]I|[L/M]J|[M-REAL]t9t5|[L]K+complete|[L/M]F|[L]I+complete|[L]E+complete|[L/M]D|[L/M]B
222,"instance_293",1,Yes,"4,00","305,00","122,00","1,00","0,87","0,83","15,00","0,87",[L]C+complete|[L/M]A|[M-REAL]C|[L/M]P|[L]Z+complete|[L/M]R|[L/M]W|[L/M]U|[L/M]X|[L/M]T|[L/M]V|[L/M]Y|[L/M]S|[M-REAL]Z|[L/M]Q|[L/M]D|[L/M]B
223,"instance_283",1,Yes,"7,00","816,00","650,00","0,00","0,77","0,67","13,00","0,71",[M-REAL]A|[L/M]C|[L/M]AA|[L/M]AC|[L/M]AF|[L/M]AJ|[L]AB+complete|[L/M]AH|[L/M]AD|[L]AG+complete|[L/M]AI|[M-REAL]t29t27|[M-REAL]AG|[M-REAL]AB|[L]A+complete|[L/M]D|[L/M]B
224,"instance_289",1,Yes,"4,00","246,00","106,00","0,00","0,87","0,83","15,00","0,87",[M-REAL]A|[L]U+complete|[L/M]C|[L/M]P|[L/M]Y|[L/M]W|[L/M]Z|[L/M]R|[L]A+complete|[L/M]X|[L/M]T|[L/M]V|[M-REAL]U|[L/M]S|[L/M]Q|[L/M]D|[L/M]B
225,"instance_279",1,Yes,"4,00","710,00","423,00","0,00","0,87","0,83","15,00","0,87",[L/M]A|[L/M]C|[L/M]P|[L/M]Y|[L/M]W|[L]U+complete|[L/M]R|[L/M]X|[L/M]Z|[L]S+complete|[L/M]T|[L/M]V|[M-REAL]U|[M-REAL]S|[L/M]Q|[L/M]D|[L/M]B
226,"instance_96",1,Yes,"1,00","192,00","76,00","0,00","1,00","0,96","16,00","0,94",[L/M]A|[L/M]C|[L/M]AA|[L/M]AF|[L/M]AC|[L/M]AI|[L/M]AJ|[L/M]AD|[L/M]AE|[L/M]AH|[L/M]AG|[L/M]AC|[L/M]AD|[M-REAL]t29t27|[L/M]AB|[L/M]D|[L/M]B
227,"instance_87",1,Yes,"4,00","684,00","395,00","0,00","0,87","0,83","15,00","0,87",[L/M]A|[L/M]C|[L/M]P|[L]U+complete|[L/M]W|[L/M]X|[L/M]Y|[L/M]R|[L/M]Z|[L]Q+complete|[L/M]T|[L/M]V|[M-REAL]U|[L/M]S|[M-REAL]Q|[L/M]D|[L/M]B
228,"instance_158",1,Yes,"4,00","498,00","235,00","0,00","0,87","0,83","15,00","0,87",[L/M]A|[L/M]C|[L]T+complete|[L]Y+complete|[L/M]P|[L/M]W|[L/M]R|[L/M]V|[L/M]U|[L/M]X|[M-REAL]Y|[L/M]Z|[M-REAL]T|[L/M]S|[L/M]Q|[L/M]D|[L/M]B
229,"instance_396",1,Yes,"7,00","773,00","598,00","0,00","0,77","0,67","13,00","0,71",[L/M]A|[M-REAL]C|[L/M]AA|[L]AD+complete|[L/M]AF|[L/M]AC|[L/M]AH|[L/M]AI|[L]AB+complete|[L/M]AJ|[L/M]AG|[M-REAL]AD|[M-REAL]t29t27|[M-REAL]AB|[L]C+complete|[L/M]D|[L/M]B
230,"instance_403",1,Yes,"4,00","514,00","261,00","0,00","0,87","0,83","15,00","0,87",[L/M]A|[M-REAL]C|[L/M]P|[L/M]Y|[L/M]R|[L]C+complete|[L/M]W|[L/M]X|[L/M]T|[L/M]U|[L/M]V|[L/M]Z|[L/M]S|[L/M]Q|[L]B+complete|[L/M]D|[M-REAL]B
231,"instance_487",1,Yes,"4,00","454,00","225,00","0,00","0,87","0,83","15,00","0,87",[L]Z+complete|[L/M]A|[L/M]C|[L/M]P|[L/M]W|[L]T+complete|[L/M]R|[L/M]X|[L/M]U|[L/M]Y|[L/M]V|[M-REAL]T|[L/M]S|[M-REAL]Z|[L/M]Q|[L/M]D|[L/M]B
232,"instance_259",1,Yes,"4,00","769,00","478,00","0,00","0,87","0,83","15,00","0,87",[L/M]A|[L/M]C|[L/M]P|[L/M]R|[L/M]W|[L/M]Y|[L]Q+complete|[L/M]X|[L]S+complete|[L/M]U|[L/M]T|[L/M]Z|[L/M]V|[M-REAL]S|[M-REAL]Q|[L/M]D|[L/M]B
233,"instance_24",1,Yes,"7,00","730,00","555,00","0,00","0,77","0,67","13,00","0,71",[M-REAL]A|[L]D+complete|[L/M]C|[L/M]AA|[L/M]AF|[L/M]AC|[L/M]AJ|[L]AB+complete|[L/M]AH|[L/M]AD|[L/M]AI|[L/M]AG|[M-REAL]t29t27|[M-REAL]AB|[M-REAL]D|[L]A+complete|[L/M]B
234,"instance_261",1,Yes,"7,00","1.006,00","803,00","16,00","0,77","0,67","13,00","0,71",[L/M]A|[L/M]C|[L/M]AA|[L]AB+complete|[L/M]AC|[M-REAL]AF|[L/M]AH|[L/M]AD|[L]AG+complete|[L/M]AJ|[L/M]AI|[M-REAL]AG|[M-REAL]t29t27|[M-REAL]AB|[L]AF+complete|[L/M]D|[L/M]B
235,"instance_244",1,Yes,"10,00","1.231,00","1.061,00","5,00","0,64","0,47","11,00","0,54",[L]E+complete|[L/M]A|[L/M]C|[M-REAL]E|[M-REAL]t4t8|[L]J+complete|[L/M]I|[L/M]J|[L/M]K|[L/M]I|[M-REAL]J|[M-REAL]t9t5|[L]B+complete|[L]D+complete|[L/M]F|[M-REAL]D|[M-REAL]B
236,"instance_465",1,Yes,"4,00","499,00","249,00","16,00","0,87","0,83","15,00","0,87",[L/M]A|[L/M]C|[M-REAL]P|[L]Q+complete|[L/M]Y|[L/M]W|[L/M]R|[L/M]U|[L/M]X|[L/M]V|[L/M]T|[L/M]Z|[L/M]S|[M-REAL]Q|[L]P+complete|[L/M]D|[L/M]B
237,"instance_238",1,Yes,"4,00","557,00","301,00","0,00","0,87","0,83","15,00","0,87",[L/M]A|[L/M]C|[L/M]P|[L/M]W|[M-REAL]R|[L]Q+complete|[L/M]U|[L/M]X|[L/M]Y|[L/M]Z|[L/M]T|[L/M]V|[L]R+complete|[L/M]S|[M-REAL]Q|[L/M]D|[L/M]B
238,"instance_51",1,Yes,"7,00","988,00","769,00","0,00","0,77","0,67","13,00","0,71",[L/M]A|[L/M]C|[L]AB+complete|[L/M]AA|[L]AG+complete|[L/M]AC|[M-REAL]AF|[L/M]AH|[L/M]AJ|[L/M]AD|[L/M]AI|[M-REAL]AG|[M-REAL]t29t27|[M-REAL]AB|[L]AF+complete|[L/M]D|[L/M]B
239,"instance_97",1,Yes,"4,00","254,00","107,00","0,00","0,87","0,83","15,00","0,87",[M-REAL]A|[L]T+complete|[L/M]C|[L/M]P|[L/M]W|[L/M]X|[L/M]R|[L/M]Y|[L]A+complete|[L/M]V|[L/M]U|[L/M]Z|[M-REAL]T|[L/M]S|[L/M]Q|[L/M]D|[L/M]B
240,"instance_86",1,Yes,"4,00","595,00","316,00","0,00","0,87","0,83","15,00","0,87",[L/M]A|[L/M]C|[L]S+complete|[L/M]P|[L/M]R|[L]B+complete|[L/M]W|[L/M]Y|[L/M]X|[L/M]U|[L/M]Z|[L/M]T|[L/M]V|[M-REAL]S|[L/M]Q|[L/M]D|[M-REAL]B
241,"instance_197",1,Yes,"4,00","295,00","134,00","0,00","0,87","0,83","15,00","0,87",[M-REAL]A|[L]U+complete|[L/M]C|[L/M]P|[L/M]R|[L/M]W|[L/M]Y|[L/M]X|[L/M]Z|[L]A+complete|[L/M]V|[L/M]T|[M-REAL]U|[L/M]S|[L/M]Q|[L/M]D|[L/M]B
242,"instance_476",1,Yes,"7,00","1.017,00","831,00","0,00","0,77","0,67","13,00","0,71",[L/M]A|[L/M]C|[L]AI+complete|[L/M]AA|[L/M]AF|[L/M]AC|[L/M]AJ|[L/M]AH|[L/M]AD|[M-REAL]AI|[L/M]AG|[M-REAL]t29t27|[L]B+complete|[L]D+complete|[L/M]AB|[M-REAL]D|[M-REAL]B
243,"instance_329",1,Yes,"4,00","534,00","277,00","0,00","0,87","0,83","15,00","0,87",[L/M]A|[L/M]C|[L]B+complete|[L/M]P|[L/M]W|[L]S+complete|[L/M]Y|[L/M]X|[L/M]R|[L/M]V|[L/M]Z|[L/M]T|[L/M]U|[M-REAL]S|[L/M]Q|[L/M]D|[M-REAL]B
244,"instance_444",1,Yes,"4,00","609,00","353,00","0,00","0,87","0,83","15,00","0,87",[L]D+complete|[L/M]A|[L/M]C|[L/M]P|[L/M]Y|[L/M]W|[L/M]R|[L/M]X|[L/M]U|[L]S+complete|[L/M]V|[L/M]T|[L/M]Z|[M-REAL]S|[L/M]Q|[M-REAL]D|[L/M]B
245,"instance_210",1,Yes,"7,00","1.015,00","820,00","0,00","0,77","0,67","13,00","0,71",[L/M]A|[L/M]C|[L/M]AA|[L/M]AC|[M-REAL]AF|[L]AG+complete|[L/M]AH|[L/M]AJ|[L/M]AD|[L/M]AI|[M-REAL]t29t27|[M-REAL]AG|[L]AF+complete|[L/M]AB|[L]B+complete|[L/M]D|[M-REAL]B
246,"instance_214",1,Yes,"4,00","692,00","394,00","0,00","0,87","0,83","15,00","0,87",[L/M]A|[L/M]C|[L/M]P|[L/M]W|[L/M]X|[L]Z+complete|[L/M]R|[L]B+complete|[L/M]Y|[L/M]V|[L/M]U|[L/M]T|[L/M]S|[M-REAL]Z|[L/M]Q|[L/M]D|[M-REAL]B
247,"instance_106",1,Yes,"4,00","162,00","64,00","0,00","0,87","0,83","15,00","0,87",[L]C+complete|[L/M]A|[M-REAL]C|[L]R+complete|[L/M]P|[L/M]W|[L/M]X|[L/M]Y|[M-REAL]R|[L/M]T|[L/M]V|[L/M]U|[L/M]Z|[L/M]S|[L/M]Q|[L/M]D|[L/M]B
248,"instance_227",1,Yes,"7,00","661,00","452,00","0,00","0,77","0,67","13,00","0,71",[M-REAL]A|[L]AC+complete|[L/M]C|[L/M]AA|[L/M]AF|[M-REAL]AC|[L/M]AD|[L]A+complete|[L]AG+complete|[L/M]AJ|[L/M]AH|[L/M]AI|[M-REAL]AG|[M-REAL]t29t27|[L/M]AB|[L/M]D|[L/M]B
249,"instance_223",1,Yes,"10,00","952,00","791,00","0,00","0,64","0,47","11,00","0,54",[M-REAL]A|[L]B+complete|[L/M]C|[L]D+complete|[L/M]E|[M-REAL]t4t8|[L]J+complete|[L/M]I|[L/M]J|[L/M]K|[L/M]I|[M-REAL]J|[M-REAL]t9t5|[L/M]F|[M-REAL]D|[M-REAL]B|[L]A+complete
250,"instance_201",1,Yes,"4,00","635,00","329,00","0,00","0,87","0,83","15,00","0,87",[L/M]A|[L/M]C|[L/M]P|[L]X+complete|[L/M]Y|[L/M]W|[L]V+complete|[L/M]R|[L/M]U|[L/M]T|[L/M]Z|[M-REAL]V|[L/M]S|[M-REAL]X|[L/M]Q|[L/M]D|[L/M]B
251,"instance_460",1,Yes,"1,00","204,00","78,00","16,00","1,00","0,96","16,00","0,94",[L/M]A|[L/M]C|[L/M]AA|[L/M]AC|[L/M]AF|[L/M]AD|[L/M]AH|[L/M]AE|[L/M]AJ|[L/M]AC|[L/M]AI|[L/M]AG|[L/M]AD|[M-REAL]t29t27|[L/M]AB|[L/M]D|[L/M]B
252,"instance_231",1,Yes,"7,00","1.018,00","846,00","0,00","0,77","0,67","13,00","0,71",[L/M]A|[L/M]C|[L/M]AA|[L/M]AF|[L]AB+complete|[L/M]AC|[L/M]AI|[L]B+complete|[L/M]AD|[L]AG+complete|[L/M]AJ|[L/M]AH|[M-REAL]AG|[M-REAL]t29t27|[M-REAL]AB|[L/M]D|[M-REAL]B
253,"instance_237",1,Yes,"7,00","983,00","767,00","0,00","0,77","0,67","13,00","0,71",[L/M]A|[L/M]C|[M-REAL]AA|[L]AB+complete|[L/M]AC|[L/M]AF|[L/M]AH|[L/M]AD|[L]AA+complete|[L/M]AJ|[L]AG+complete|[L/M]AI|[M-REAL]t29t27|[M-REAL]AG|[M-REAL]AB|[L/M]D|[L/M]B
254,"instance_233",1,Yes,"4,00","707,00","425,00","0,00","0,87","0,83","15,00","0,87",[L/M]A|[L/M]C|[M-REAL]P|[L/M]W|[L/M]Y|[L/M]R|[L/M]V|[L/M]U|[L/M]T|[L/M]X|[L/M]Z|[L]B+complete|[L/M]S|[L/M]Q|[L/M]D|[M-REAL]B|[L]P+complete
255,"instance_10",1,Yes,"4,00","580,00","314,00","0,00","0,87","0,83","15,00","0,87",[L/M]A|[L/M]C|[L/M]P|[L/M]W|[L]Q+complete|[L/M]X|[L/M]Y|[L/M]Z|[L]U+complete|[L/M]R|[L/M]V|[L/M]T|[M-REAL]U|[L/M]S|[M-REAL]Q|[L/M]D|[L/M]B
256,"instance_312",1,Yes,"4,00","564,00","312,00","0,00","0,87","0,83","15,00","0,87",[L/M]A|[L/M]C|[L/M]P|[L/M]W|[L]Q+complete|[L/M]Y|[L/M]X|[L/M]Z|[M-REAL]R|[L/M]V|[L/M]U|[L/M]T|[L/M]S|[M-REAL]Q|[L]R+complete|[L/M]D|[L/M]B
257,"instance_253",1,Yes,"4,00","878,00","584,00","0,00","0,87","0,83","15,00","0,87",[L/M]A|[L/M]C|[L/M]P|[L/M]W|[L/M]R|[L/M]Y|[L]D+complete|[L/M]U|[L/M]V|[L/M]T|[L/M]Z|[L/M]S|[L]Q+complete|[L/M]X|[M-REAL]Q|[M-REAL]D|[L/M]B
