Result of replaying M2.tpn on Process 13 (filtered on event attributes)

Index,Case IDs,NumOfCases,IsReliable,"Raw Fitness Cost","Queued States","Num. States","Calculation Time (ms)","Move-Log Fitness","Trace Fitness","Trace Length","Move-Model Fitness",Match
140,"instance_306",1,Yes,"13,00","2.524,00","2.339,00","15,00","0,65","0,59","17,00","0,61",[M-REAL]A|[L/M]C|[L]X+complete|[L/M]T|[L/M]AD|[L/M]AE|[L]U+complete|[L/M]Z|[L]D+complete|[L]A+complete|[L/M]AC|[L]AE+complete|[L]W+complete|[L/M]AF|[L/M]AA|[L/M]AD|[L/M]V|[M-REAL]X|[M-REAL]W|[M-REAL]AE|[M-REAL]t30t20\n\n$invisible$|[M-REAL]U|[M-REAL]D|[L/M]B
141,"instance_1",1,Yes,"13,00","2.868,00","2.645,00","15,00","0,65","0,59","17,00","0,61",[L/M]A|[M-REAL]C|[L/M]T|[L/M]Z|[L/M]AC|[M-REAL]AD|[L]C+complete|[L]B+complete|[L/M]AE|[L/M]V|[L]W+complete|[L]AE+complete|[L/M]AA|[L/M]Y|[L/M]AF|[L]D+complete|[L/M]AD|[M-REAL]W|[M-REAL]AE|[M-REAL]t30t20\n\n$invisible$|[L]AD+complete|[L/M]U|[M-REAL]D|[M-REAL]B
142,"instance_276",1,Yes,"9,00","2.475,00","1.879,00","16,00","0,79","0,74","19,00","0,75",[M-REAL]A|[L]F+complete|[L/M]C|[M-REAL]E|[L/M]Q|[L/M]L|[M-REAL]G|[L/M]I|[L/M]R|[L/M]J|[L]E+complete|[L/M]P|[L/M]K|[L/M]M|[L/M]S|[L/M]H|[L]G+complete|[L/M]Q|[L/M]R|[M-REAL]t17t5\n\n$invisible$|[M-REAL]F|[L]A+complete|[L/M]D|[L/M]B
143,"instance_469",1,Yes,"12,00","3.861,00","3.616,00","28,00","0,63","0,65","19,00","0,71",[L/M]A|[L/M]C|[M-REAL]E|[L/M]G|[L/M]K|[L]E+complete|[L]N+complete|[L/M]Q|[L/M]R|[L]H+complete|[L/M]I|[L/M]L|[M-REAL]N|[L/M]M|[L]R+complete|[L]B+complete|[L/M]J|[M-REAL]t17t5\n\n$invisible$|[M-REAL]H|[L]Q+complete|[L/M]F|[L/M]D|[M-REAL]B|[L]S+complete
144,"instance_193",1,Yes,"13,00","2.455,00","2.164,00","0,00","0,65","0,59","17,00","0,61",[M-REAL]A|[M-REAL]C|[M-REAL]T|[L/M]AD|[M-REAL]Z|[L/M]AC|[L]T+complete|[L]A+complete|[L/M]AA|[L]Z+complete|[L/M]V|[L/M]Y|[L]B+complete|[L]U+complete|[L/M]W|[L/M]AE|[L/M]AF|[L/M]AD|[L/M]AE|[M-REAL]t30t20\n\n$invisible$|[M-REAL]U|[L/M]D|[M-REAL]B|[L]C+complete
145,"instance_93",1,Yes,"15,00","3.602,00","3.425,00","31,00","0,56","0,52","16,00","0,53",[L/M]A|[M-REAL]C|[M-REAL]E|[L]R+complete|[L]J+complete|[L]F+complete|[L/M]Q|[L/M]G|[L/M]K|[L/M]I|[M-REAL]J|[L]E+complete|[L]C+complete|[L/M]H|[L]M+complete|[L]P+complete|[L/M]L|[M-REAL]R|[M-REAL]N|[M-REAL]t17t5\n\n$invisible$|[M-REAL]M|[M-REAL]F|[L/M]D|[L/M]B
146,"instance_124",1,Yes,"12,00","3.843,00","3.571,00","22,00","0,63","0,65","19,00","0,71",[L/M]A|[L]R+complete|[L/M]C|[L/M]E|[M-REAL]G|[L/M]J|[L/M]Q|[L]S+complete|[L]B+complete|[L/M]I|[L]P+complete|[L/M]K|[L/M]L|[L/M]H|[M-REAL]N|[L/M]M|[L]F+complete|[L/M]R|[M-REAL]t17t5\n\n$invisible$|[M-REAL]F|[L]Q+complete|[L/M]D|[M-REAL]B|[L]G+complete
147,"instance_210",1,Yes,"15,00","3.484,00","3.320,00","23,00","0,56","0,52","16,00","0,53",[L]Q+complete|[L]E+complete|[L]C+complete|[L/M]A|[M-REAL]C|[M-REAL]E|[L]O+complete|[L/M]L|[L]D+complete|[L/M]G|[L/M]K|[M-REAL]N|[L/M]M|[L/M]J|[L]H+complete|[L/M]I|[M-REAL]Q|[L]F+complete|[L/M]R|[M-REAL]t17t5\n\n$invisible$|[M-REAL]H|[M-REAL]F|[M-REAL]D|[L/M]B
148,"instance_203",1,Yes,"9,00","3.070,00","2.544,00","15,00","0,79","0,74","19,00","0,75",[L/M]A|[M-REAL]C|[L]I+complete|[L/M]E|[L/M]Q|[L/M]L|[L]F+complete|[L/M]G|[L/M]R|[L/M]K|[L]C+complete|[L/M]N|[L/M]M|[L/M]S|[L]H+complete|[L/M]Q|[L/M]J|[L/M]R|[M-REAL]I|[M-REAL]H|[M-REAL]t17t5\n\n$invisible$|[M-REAL]F|[L/M]D|[L/M]B
149,"instance_323",1,Yes,"12,00","3.721,00","3.371,00","15,00","0,63","0,65","19,00","0,71",[L/M]A|[L]Q+complete|[L/M]C|[L]L+complete|[L]R+complete|[L/M]E|[M-REAL]G|[L/M]K|[M-REAL]L|[L]B+complete|[L/M]O|[L/M]Q|[L/M]J|[M-REAL]I|[L/M]H|[L/M]M|[L]S+complete|[L/M]R|[M-REAL]t17t5\n\n$invisible$|[L]G+complete|[L/M]F|[L]I+complete|[L/M]D|[M-REAL]B
150,"instance_441",1,Yes,"13,00","2.897,00","2.703,00","15,00","0,65","0,59","17,00","0,61",[L/M]A|[L/M]C|[L]Y+complete|[L/M]T|[L]D+complete|[L/M]Z|[L]B+complete|[L/M]V|[M-REAL]X|[L/M]W|[M-REAL]AD|[L/M]AE|[M-REAL]AB|[L/M]AA|[L/M]AF|[M-REAL]AD|[L/M]AE|[M-REAL]t30t20\n\n$invisible$|[L/M]U|[M-REAL]D|[M-REAL]B|[L]AD+complete|[L]AD+complete|[L]AC+complete
151,"instance_116",1,Yes,"3,00","738,00","355,00","0,00","0,95","0,92","22,00","0,91",[L/M]A|[L/M]C|[L/M]E|[L/M]G|[L]S+complete|[L/M]L|[L/M]N|[L/M]Q|[L/M]K|[L/M]J|[L/M]I|[L/M]H|[L/M]M|[L/M]R|[M-REAL]S|[L/M]Q|[L/M]R|[L/M]S|[L/M]Q|[L/M]R|[M-REAL]t17t5\n\n$invisible$|[L/M]F|[L/M]D|[L/M]B
152,"instance_466",1,Yes,"15,00","3.551,00","3.358,00","22,00","0,56","0,52","16,00","0,53",[M-REAL]A|[M-REAL]C|[M-REAL]E|[M-REAL]L|[L]I+complete|[L/M]N|[L/M]M|[L]L+complete|[L/M]G|[L]A+complete|[L]E+complete|[L/M]Q|[L/M]K|[L]F+complete|[L/M]R|[L]H+complete|[L]C+complete|[L/M]J|[M-REAL]I|[M-REAL]H|[M-REAL]t17t5\n\n$invisible$|[M-REAL]F|[L/M]D|[L/M]B
153,"instance_428",1,Yes,"9,00","3.106,00","2.691,00","116,00","0,79","0,74","19,00","0,75",[L/M]A|[M-REAL]C|[L]R+complete|[L/M]E|[L/M]G|[L/M]Q|[L/M]R|[L/M]L|[L]F+complete|[L/M]K|[L/M]I|[L]M+complete|[L/M]J|[L/M]H|[L/M]S|[L/M]O|[L/M]Q|[M-REAL]R|[M-REAL]t17t5\n\n$invisible$|[M-REAL]M|[M-REAL]F|[L]C+complete|[L/M]D|[L/M]B
154,"instance_14",1,Yes,"15,00","3.551,00","3.474,00","15,00","0,56","0,52","16,00","0,53",[L/M]A|[M-REAL]C|[L]D+complete|[L]G+complete|[L/M]E|[M-REAL]G|[L]M+complete|[L/M]K|[L/M]J|[L/M]Q|[L/M]I|[L/M]H|[L]P+complete|[L]B+complete|[L/M]L|[L]F+complete|[L/M]R|[M-REAL]N|[M-REAL]t17t5\n\n$invisible$|[M-REAL]M|[M-REAL]F|[M-REAL]D|[M-REAL]B|[L]C+complete
155,"instance_437",1,Yes,"9,00","2.893,00","2.297,00","15,00","0,79","0,74","19,00","0,75",[L/M]A|[M-REAL]C|[L]I+complete|[L]B+complete|[L/M]E|[L]O+complete|[L/M]G|[L/M]Q|[L/M]L|[L/M]R|[L/M]K|[L/M]J|[M-REAL]N|[L/M]M|[M-REAL]I|[L/M]H|[L/M]S|[L/M]Q|[L/M]R|[M-REAL]t17t5\n\n$invisible$|[L/M]F|[L/M]D|[M-REAL]B|[L]C+complete
156,"instance_339",1,Yes,"10,00","1.922,00","1.610,00","16,00","0,70","0,71","20,00","0,78",[M-REAL]A|[L]AE+complete|[L]AF+complete|[L/M]C|[L/M]T|[L/M]V|[L/M]Z|[L/M]AC|[L/M]AD|[L]W+complete|[L]A+complete|[L/M]AE|[L]U+complete|[L/M]AF|[L/M]AD|[L/M]AE|[L/M]Y|[L/M]AA|[M-REAL]W|[M-REAL]t30t20\n\n$invisible$|[M-REAL]U|[L/M]D|[L/M]B|[L]AD+complete
157,"instance_318",1,Yes,"9,00","2.661,00","2.137,00","5,00","0,79","0,74","19,00","0,75",[L/M]A|[M-REAL]C|[M-REAL]E|[L/M]Q|[L]Q+complete|[L/M]L|[L/M]G|[L]E+complete|[L/M]I|[L/M]K|[L/M]J|[L/M]P|[L/M]M|[L]B+complete|[L/M]R|[L/M]S|[L/M]H|[M-REAL]Q|[L]C+complete|[L/M]R|[M-REAL]t17t5\n\n$invisible$|[L/M]F|[L/M]D|[M-REAL]B
158,"instance_314",1,Yes,"9,00","2.886,00","2.314,00","16,00","0,79","0,74","19,00","0,75",[L/M]A|[L/M]C|[M-REAL]E|[L]F+complete|[L]S+complete|[L/M]G|[L/M]Q|[L/M]K|[L]O+complete|[L/M]I|[L]E+complete|[L/M]J|[L/M]L|[M-REAL]N|[L/M]M|[L/M]R|[L/M]H|[M-REAL]S|[L/M]Q|[L/M]R|[M-REAL]t17t5\n\n$invisible$|[M-REAL]F|[L/M]D|[L/M]B
159,"instance_132",1,Yes,"10,00","1.902,00","1.567,00","11,00","0,70","0,71","20,00","0,78",[M-REAL]A|[L]AF+complete|[L/M]C|[L]AE+complete|[L/M]T|[L/M]AD|[L/M]AE|[L/M]Z|[L/M]V|[L/M]AB|[L/M]X|[L]U+complete|[L/M]W|[L]AD+complete|[L]AD+complete|[L/M]AF|[M-REAL]AD|[L/M]AE|[L/M]AA|[M-REAL]t30t20\n\n$invisible$|[M-REAL]U|[L]A+complete|[L/M]D|[L/M]B
160,"instance_26",1,Yes,"15,00","3.671,00","3.592,00","31,00","0,56","0,52","16,00","0,53",[L]K+complete|[L]D+complete|[L/M]A|[L/M]C|[M-REAL]E|[L]J+complete|[L/M]G|[L/M]Q|[L/M]I|[L]E+complete|[L]B+complete|[L/M]R|[M-REAL]L|[L/M]P|[L/M]M|[M-REAL]K|[M-REAL]J|[L]F+complete|[L/M]H|[M-REAL]t17t5\n\n$invisible$|[M-REAL]F|[M-REAL]D|[M-REAL]B|[L]L+complete
161,"instance_246",1,Yes,"15,00","3.526,00","3.398,00","22,00","0,56","0,52","16,00","0,53",[M-REAL]A|[M-REAL]C|[M-REAL]E|[L/M]G|[L]B+complete|[L]H+complete|[L/M]J|[L]E+complete|[L/M]Q|[L]A+complete|[L/M]I|[L/M]L|[L/M]K|[L]F+complete|[L]M+complete|[L/M]P|[L/M]R|[M-REAL]H|[M-REAL]t17t5\n\n$invisible$|[M-REAL]M|[M-REAL]F|[L]C+complete|[L/M]D|[M-REAL]B
162,"instance_385",1,Yes,"13,00","2.885,00","2.708,00","22,00","0,65","0,59","17,00","0,61",[L/M]A|[L/M]C|[L/M]T|[L/M]AD|[L]U+complete|[L/M]Z|[M-REAL]AE|[L]B+complete|[L/M]AF|[L]W+complete|[L/M]AD|[L/M]AE|[M-REAL]V|[L]AA+complete|[L]AE+complete|[L/M]Y|[L/M]AB|[M-REAL]AA|[M-REAL]t30t20\n\n$invisible$|[M-REAL]W|[M-REAL]U|[L/M]D|[M-REAL]B|[L]V+complete
163,"instance_364",1,Yes,"15,00","3.501,00","3.343,00","31,00","0,56","0,52","16,00","0,53",[M-REAL]A|[L]M+complete|[L]K+complete|[L]J+complete|[L/M]C|[M-REAL]E|[L]R+complete|[L/M]G|[L/M]L|[L/M]P|[L/M]Q|[L/M]I|[M-REAL]K|[M-REAL]J|[L/M]H|[M-REAL]R|[M-REAL]t17t5\n\n$invisible$|[M-REAL]M|[L]D+complete|[L]E+complete|[L]A+complete|[L/M]F|[M-REAL]D|[L/M]B
164,"instance_305",1,Yes,"15,00","3.373,00","3.218,00","15,00","0,56","0,52","16,00","0,53",[M-REAL]A|[M-REAL]C|[L]B+complete|[L]H+complete|[L]G+complete|[L/M]E|[M-REAL]G|[L/M]K|[L/M]I|[L/M]J|[L/M]L|[L/M]P|[M-REAL]Q|[L/M]R|[M-REAL]M|[M-REAL]t17t5\n\n$invisible$|[M-REAL]H|[L/M]F|[L]Q+complete|[L]C+complete|[L/M]D|[M-REAL]B|[L]M+complete|[L]A+complete
165,"instance_304",1,Yes,"9,00","2.838,00","2.352,00","31,00","0,79","0,74","19,00","0,75",[M-REAL]A|[L]B+complete|[L/M]C|[L/M]E|[M-REAL]G|[L/M]K|[L/M]L|[L/M]J|[L/M]Q|[L/M]N|[L]G+complete|[L/M]I|[L/M]R|[L]R+complete|[L/M]M|[L/M]S|[L/M]H|[L/M]Q|[M-REAL]R|[M-REAL]t17t5\n\n$invisible$|[L/M]F|[L/M]D|[M-REAL]B|[L]A+complete
166,"instance_463",1,Yes,"13,00","2.891,00","2.706,00","16,00","0,65","0,59","17,00","0,61",[L/M]A|[L/M]C|[L]Y+complete|[L]AE+complete|[L/M]T|[L]W+complete|[L]D+complete|[L/M]AD|[M-REAL]Z|[L/M]AB|[L/M]V|[L/M]AA|[M-REAL]AE|[L]B+complete|[L/M]AF|[L/M]AD|[L/M]AE|[M-REAL]X|[M-REAL]W|[M-REAL]t30t20\n\n$invisible$|[L/M]U|[M-REAL]D|[M-REAL]B|[L]Z+complete
167,"instance_46",1,Yes,"9,00","2.844,00","2.248,00","15,00","0,79","0,74","19,00","0,75",[L/M]A|[M-REAL]C|[L]F+complete|[L/M]E|[L]R+complete|[L/M]Q|[L]K+complete|[L/M]L|[L/M]G|[L/M]J|[L/M]N|[L]C+complete|[L/M]R|[L/M]I|[L/M]M|[L/M]S|[L/M]Q|[M-REAL]K|[L/M]H|[M-REAL]R|[M-REAL]t17t5\n\n$invisible$|[M-REAL]F|[L/M]D|[L/M]B
168,"instance_170",1,Yes,"14,00","2.871,00","2.607,00","16,00","0,53","0,56","17,00","0,60",[L/M]A|[M-REAL]C|[M-REAL]T|[L]AF+complete|[L]D+complete|[L/M]Z|[L/M]AD|[L/M]AE|[L/M]V|[L/M]AC|[L]AD+complete|[L]C+complete|[L/M]AA|[L]B+complete|[L]W+complete|[L]T+complete|[L/M]X|[M-REAL]t30t20\n\n$invisible$|[M-REAL]W|[L/M]U|[M-REAL]D|[M-REAL]B|[L]AE+complete
169,"instance_64",1,Yes,"11,00","2.500,00","2.294,00","20,00","0,71","0,66","17,00","0,67",[L/M]A|[L/M]C|[L/M]T|[L]AE+complete|[L]B+complete|[L/M]AD|[M-REAL]Z|[L/M]AB|[L/M]AE|[M-REAL]V|[L/M]Y|[L]D+complete|[L/M]AF|[L/M]AA|[L/M]W|[L/M]AD|[M-REAL]AE|[M-REAL]t30t20\n\n$invisible$|[L]Z+complete|[L/M]U|[M-REAL]D|[M-REAL]B|[L]V+complete
170,"instance_76",1,Yes,"13,00","3.330,00","3.147,00","15,00","0,62","0,58","16,00","0,59",[M-REAL]A|[L]M+complete|[L/M]C|[M-REAL]E|[L]B+complete|[L]I+complete|[L/M]L|[L/M]G|[L/M]K|[L/M]O|[L/M]Q|[L]F+complete|[L]A+complete|[L/M]R|[L/M]J|[M-REAL]I|[L/M]H|[M-REAL]t17t5\n\n$invisible$|[M-REAL]M|[M-REAL]F|[L]E+complete|[L/M]D|[M-REAL]B
171,"instance_282",1,Yes,"13,00","3.531,00","3.448,00","16,00","0,62","0,58","16,00","0,59",[L/M]A|[L/M]C|[L]G+complete|[L/M]E|[L]B+complete|[L/M]Q|[M-REAL]L|[L/M]N|[M-REAL]G|[L]D+complete|[L/M]I|[L/M]R|[L/M]M|[L]H+complete|[L]F+complete|[L/M]K|[L/M]J|[M-REAL]H|[M-REAL]t17t5\n\n$invisible$|[M-REAL]F|[M-REAL]D|[M-REAL]B|[L]L+complete
172,"instance_80",1,Yes,"8,00","1.825,00","1.482,00","15,00","0,75","0,77","20,00","0,83",[L/M]A|[L/M]C|[L]AE+complete|[L/M]T|[L]AF+complete|[L/M]V|[L/M]Z|[L/M]AD|[L/M]Y|[L/M]AE|[L/M]W|[L/M]AC|[L]AE+complete|[L/M]AF|[L]D+complete|[L/M]AD|[L/M]AA|[M-REAL]AE|[M-REAL]t30t20\n\n$invisible$|[L]AD+complete|[L/M]U|[M-REAL]D|[L/M]B
173,"instance_380",1,Yes,"17,00","3.005,00","2.857,00","15,00","0,43","0,41","14,00","0,40",[L]T+complete|[L]AE+complete|[L]C+complete|[L/M]A|[M-REAL]C|[M-REAL]T|[L]B+complete|[L]U+complete|[L/M]V|[L]W+complete|[L/M]X|[L]D+complete|[L/M]Z|[L]AA+complete|[L/M]AB|[L/M]AD|[M-REAL]AA|[M-REAL]W|[M-REAL]AE|[M-REAL]t30t20\n\n$invisible$|[M-REAL]U|[M-REAL]D|[M-REAL]B
174,"instance_89",1,Yes,"13,00","3.340,00","3.175,00","16,00","0,62","0,58","16,00","0,59",[M-REAL]A|[L]J+complete|[L/M]C|[L]D+complete|[L/M]E|[L]B+complete|[L]M+complete|[L/M]G|[L/M]L|[L/M]K|[L/M]P|[L]R+complete|[L/M]I|[M-REAL]J|[L]A+complete|[L/M]H|[L/M]Q|[M-REAL]R|[M-REAL]t17t5\n\n$invisible$|[M-REAL]M|[L/M]F|[M-REAL]D|[M-REAL]B
175,"instance_58",1,Yes,"13,00","3.495,00","3.364,00","31,00","0,62","0,58","16,00","0,59",[L/M]A|[M-REAL]C|[L]M+complete|[L]L+complete|[L/M]E|[L/M]Q|[L/M]G|[M-REAL]L|[L]C+complete|[L/M]P|[L/M]J|[L]B+complete|[L]H+complete|[L/M]I|[L/M]R|[M-REAL]K|[M-REAL]M|[M-REAL]H|[M-REAL]t17t5\n\n$invisible$|[L/M]F|[L/M]D|[M-REAL]B|[L]K+complete
176,"instance_47",1,Yes,"13,00","3.284,00","3.040,00","16,00","0,62","0,58","16,00","0,59",[M-REAL]A|[L]J+complete|[L/M]C|[M-REAL]E|[L]K+complete|[L/M]G|[L]H+complete|[L/M]L|[L]A+complete|[L]E+complete|[L/M]P|[L/M]Q|[L/M]R|[L/M]M|[L/M]I|[M-REAL]J|[M-REAL]K|[M-REAL]H|[M-REAL]t17t5\n\n$invisible$|[M-REAL]F|[L/M]D|[L/M]B|[L]F+complete
177,"instance_402",1,Yes,"13,00","3.506,00","3.372,00","69,00","0,62","0,58","16,00","0,59",[L]O+complete|[L/M]A|[L]M+complete|[L/M]C|[M-REAL]E|[L]I+complete|[L/M]L|[L/M]G|[L/M]K|[L/M]Q|[L]E+complete|[L/M]R|[M-REAL]I|[M-REAL]J|[L]F+complete|[L/M]H|[M-REAL]N|[M-REAL]M|[M-REAL]t17t5\n\n$invisible$|[M-REAL]F|[L/M]D|[L]J+complete|[L/M]B
178,"instance_149",1,Yes,"13,00","3.451,00","3.214,00","38,00","0,62","0,58","16,00","0,59",[L]Q+complete|[L]L+complete|[L/M]A|[L]G+complete|[L/M]C|[L]B+complete|[L/M]E|[M-REAL]G|[L/M]J|[M-REAL]K|[M-REAL]I|[L/M]H|[M-REAL]Q|[L/M]R|[M-REAL]L|[L/M]P|[L/M]M|[M-REAL]t17t5\n\n$invisible$|[L/M]F|[L/M]D|[M-REAL]B|[L]K+complete|[L]I+complete
179,"instance_269",1,Yes,"17,00","3.000,00","2.840,00","15,00","0,43","0,41","14,00","0,40",[L]AE+complete|[L]D+complete|[L]Z+complete|[L]AA+complete|[L]V+complete|[L]C+complete|[L/M]A|[M-REAL]C|[L/M]T|[M-REAL]Z|[L]W+complete|[L/M]AB|[M-REAL]V|[L/M]Y|[L/M]AD|[M-REAL]W|[M-REAL]AE|[M-REAL]t30t20\n\n$invisible$|[M-REAL]AA|[L]B+complete|[L/M]U|[M-REAL]D|[M-REAL]B
180,"instance_382",1,Yes,"8,00","1.879,00","1.546,00","16,00","0,75","0,77","20,00","0,83",[L/M]A|[L/M]C|[L/M]T|[L]AF+complete|[L/M]V|[L/M]Z|[L/M]AD|[L]AD+complete|[L/M]AB|[L]W+complete|[L/M]AE|[L/M]AA|[L/M]Y|[L]B+complete|[L/M]AF|[L/M]AD|[L/M]AE|[M-REAL]W|[M-REAL]t30t20\n\n$invisible$|[L/M]U|[L/M]D|[M-REAL]B|[L]AE+complete
181,"instance_362",1,Yes,"14,00","2.673,00","2.448,00","16,00","0,53","0,56","17,00","0,60",[L/M]A|[M-REAL]C|[M-REAL]T|[L]AE+complete|[L]AB+complete|[L/M]Z|[L/M]V|[L]T+complete|[L/M]AD|[L]D+complete|[L/M]Y|[M-REAL]AB|[L]U+complete|[L/M]AA|[L/M]W|[L]AF+complete|[L/M]AE|[M-REAL]t30t20\n\n$invisible$|[M-REAL]U|[M-REAL]D|[L]AD+complete|[L]C+complete|[L/M]B
182,"instance_386",1,Yes,"13,00","3.247,00","3.029,00","31,00","0,62","0,58","16,00","0,59",[L/M]A|[M-REAL]C|[M-REAL]E|[L]R+complete|[L]F+complete|[L/M]G|[L/M]I|[L/M]K|[L/M]Q|[L/M]J|[L]E+complete|[L]M+complete|[L/M]H|[M-REAL]L|[L/M]P|[M-REAL]R|[M-REAL]t17t5\n\n$invisible$|[M-REAL]M|[M-REAL]F|[L/M]D|[L]L+complete|[L]C+complete|[L/M]B
183,"instance_351",1,Yes,"13,00","3.349,00","3.191,00","31,00","0,62","0,58","16,00","0,59",[L/M]A|[M-REAL]C|[L]D+complete|[L]L+complete|[L/M]E|[L]H+complete|[L/M]G|[L/M]K|[M-REAL]L|[L/M]P|[M-REAL]Q|[L]B+complete|[L/M]R|[L/M]M|[L/M]J|[L/M]I|[M-REAL]t17t5\n\n$invisible$|[M-REAL]H|[L]C+complete|[L/M]F|[M-REAL]D|[M-REAL]B|[L]Q+complete
184,"instance_397",1,Yes,"14,00","2.999,00","2.796,00","16,00","0,53","0,56","17,00","0,60",[L/M]A|[M-REAL]C|[L/M]T|[L]AF+complete|[L]Y+complete|[L/M]Z|[L]C+complete|[L/M]V|[M-REAL]X|[L]AE+complete|[L/M]W|[L]B+complete|[L/M]AD|[L]AD+complete|[L]D+complete|[L/M]AE|[L/M]AB|[L]U+complete|[L/M]AA|[M-REAL]t30t20\n\n$invisible$|[M-REAL]U|[M-REAL]D|[M-REAL]B
185,"instance_101",1,Yes,"13,00","3.539,00","3.459,00","36,00","0,62","0,58","16,00","0,59",[L/M]A|[L/M]C|[L]I+complete|[L]M+complete|[L/M]E|[L/M]Q|[L/M]R|[L/M]G|[M-REAL]L|[L]H+complete|[L]B+complete|[L/M]P|[L/M]J|[L/M]K|[M-REAL]M|[M-REAL]I|[M-REAL]t17t5\n\n$invisible$|[M-REAL]H|[L]D+complete|[L/M]F|[M-REAL]D|[M-REAL]B|[L]L+complete
186,"instance_100",1,Yes,"13,00","3.328,00","3.161,00","22,00","0,62","0,58","16,00","0,59",[M-REAL]A|[L]B+complete|[L/M]C|[M-REAL]E|[L]R+complete|[L/M]L|[L/M]G|[L/M]K|[L/M]O|[L/M]Q|[L/M]I|[L]E+complete|[L]F+complete|[L]H+complete|[L/M]M|[L/M]J|[M-REAL]R|[M-REAL]t17t5\n\n$invisible$|[M-REAL]H|[M-REAL]F|[L/M]D|[M-REAL]B|[L]A+complete
187,"instance_221",1,Yes,"11,00","2.071,00","1.778,00","15,00","0,71","0,66","17,00","0,67",[M-REAL]A|[L]AB+complete|[L/M]C|[L/M]T|[L]D+complete|[L/M]Z|[L/M]AD|[M-REAL]V|[L]AD+complete|[L/M]X|[L/M]AE|[L]A+complete|[L/M]W|[L/M]AF|[M-REAL]AB|[L/M]AA|[M-REAL]AD|[L/M]AE|[M-REAL]t30t20\n\n$invisible$|[L/M]U|[M-REAL]D|[L]V+complete|[L/M]B
188,"instance_205",1,Yes,"13,00","3.531,00","3.433,00","32,00","0,62","0,58","16,00","0,59",[L/M]A|[L/M]C|[L]Q+complete|[L/M]E|[M-REAL]Q|[L]F+complete|[L/M]R|[M-REAL]G|[L/M]K|[L]P+complete|[L]H+complete|[L/M]L|[M-REAL]N|[L]D+complete|[L/M]M|[L/M]J|[L]G+complete|[L/M]I|[M-REAL]t17t5\n\n$invisible$|[M-REAL]H|[M-REAL]F|[M-REAL]D|[L/M]B
189,"instance_328",1,Yes,"11,00","1.884,00","1.526,00","15,00","0,71","0,66","17,00","0,67",[M-REAL]A|[L]AA+complete|[L]AD+complete|[L]T+complete|[L/M]C|[M-REAL]T|[L/M]V|[L/M]Z|[M-REAL]AD|[L/M]AE|[L]W+complete|[L/M]AB|[L/M]AF|[L]A+complete|[L/M]AD|[L/M]Y|[L/M]AE|[M-REAL]AA|[M-REAL]W|[M-REAL]t30t20\n\n$invisible$|[L/M]U|[L/M]D|[L/M]B
190,"instance_112",1,Yes,"10,00","2.997,00","2.599,00","34,00","0,68","0,71","19,00","0,76",[L/M]A|[M-REAL]C|[L/M]E|[M-REAL]G|[L]B+complete|[L/M]K|[L/M]L|[L/M]Q|[L]Q+complete|[L/M]J|[L/M]I|[L]G+complete|[L/M]H|[L/M]R|[L/M]P|[L/M]M|[M-REAL]t17t5\n\n$invisible$|[L]C+complete|[L]R+complete|[L/M]F|[L/M]D|[M-REAL]B|[L]S+complete
191,"instance_410",1,Yes,"11,00","2.393,00","2.092,00","16,00","0,71","0,66","17,00","0,67",[L/M]A|[L]W+complete|[L/M]C|[M-REAL]T|[L]AE+complete|[L/M]V|[L/M]X|[L]AE+complete|[L/M]AD|[M-REAL]Z|[L/M]AB|[L/M]AA|[M-REAL]AE|[L]Z+complete|[L/M]AF|[L/M]AD|[M-REAL]AE|[M-REAL]t30t20\n\n$invisible$|[M-REAL]W|[L]T+complete|[L/M]U|[L/M]D|[L/M]B
192,"instance_439",1,Yes,"8,00","1.837,00","1.480,00","15,00","0,75","0,77","20,00","0,83",[L/M]A|[L/M]C|[L/M]T|[L]W+complete|[L/M]Z|[L]AF+complete|[L/M]AD|[L/M]V|[L]AD+complete|[L/M]Y|[L/M]AE|[L]AA+complete|[L/M]AC|[L]AE+complete|[L/M]AF|[L/M]AD|[L/M]AE|[M-REAL]AA|[M-REAL]W|[M-REAL]t30t20\n\n$invisible$|[L/M]U|[L/M]D|[L/M]B
193,"instance_310",1,Yes,"14,00","2.648,00","2.417,00","16,00","0,53","0,56","17,00","0,60",[M-REAL]A|[L]T+complete|[L]W+complete|[L/M]C|[M-REAL]T|[L/M]AD|[L/M]V|[L/M]Z|[L]B+complete|[L]A+complete|[L/M]Y|[M-REAL]AB|[L/M]AA|[L]AD+complete|[L]AF+complete|[L/M]AE|[M-REAL]t30t20\n\n$invisible$|[M-REAL]W|[L/M]U|[L]AB+complete|[L]AE+complete|[L/M]D|[M-REAL]B
194,"instance_352",1,Yes,"7,00","1.545,00","899,00","6,00","0,84","0,79","19,00","0,80",[L/M]A|[M-REAL]C|[M-REAL]E|[L/M]G|[L/M]L|[L]E+complete|[L/M]Q|[L]C+complete|[L]M+complete|[L/M]P|[L/M]I|[L/M]R|[L/M]S|[L/M]J|[L/M]K|[L/M]H|[L/M]Q|[L/M]R|[M-REAL]t17t5\n\n$invisible$|[M-REAL]M|[L/M]F|[L/M]D|[L/M]B
